0	0
0.1	0
0.2	0
0.3	0
0.4	0
0.5	0
0.6	0
0.7	0
0.8	0
0.9	0
1	0
0.05	0.0833333333333333
0.15	0.0833333333333333
0.25	0.0833333333333333
0.35	0.0833333333333333
0.45	0.0833333333333333
0.55	0.0833333333333333
0.65	0.0833333333333333
0.75	0.0833333333333333
0.85	0.0833333333333333
0.95	0.0833333333333333
1	0.0833333333333333
0	0.0833333333333333
0	0.166666666666667
0.1	0.166666666666667
0.2	0.166666666666667
0.3	0.166666666666667
0.4	0.166666666666667
0.5	0.166666666666667
0.6	0.166666666666667
0.7	0.166666666666667
0.8	0.166666666666667
0.9	0.166666666666667
1	0.166666666666667
0.05	0.25
0.15	0.25
0.25	0.25
0.35	0.25
0.45	0.25
0.55	0.25
0.65	0.25
0.75	0.25
0.85	0.25
0.95	0.25
1	0.25
0	0.25
0	0.333333333333333
0.1	0.333333333333333
0.2	0.333333333333333
0.3	0.333333333333333
0.4	0.333333333333333
0.5	0.333333333333333
0.6	0.333333333333333
0.7	0.333333333333333
0.8	0.333333333333333
0.9	0.333333333333333
1	0.333333333333333
0.05	0.416666666666667
0.15	0.416666666666667
0.25	0.416666666666667
0.35	0.416666666666667
0.45	0.416666666666667
0.55	0.416666666666667
0.65	0.416666666666667
0.75	0.416666666666667
0.85	0.416666666666667
0.95	0.416666666666667
1	0.416666666666667
0	0.416666666666667
0	0.5
0.1	0.5
0.2	0.5
0.3	0.5
0.4	0.5
0.5	0.5
0.6	0.5
0.7	0.5
0.8	0.5
0.9	0.5
1	0.5
0.05	0.583333333333333
0.15	0.583333333333333
0.25	0.583333333333333
0.35	0.583333333333333
0.45	0.583333333333333
0.55	0.583333333333333
0.65	0.583333333333333
0.75	0.583333333333333
0.85	0.583333333333333
0.95	0.583333333333333
1	0.583333333333333
0	0.583333333333333
0	0.666666666666667
0.1	0.666666666666667
0.2	0.666666666666667
0.3	0.666666666666667
0.4	0.666666666666667
0.5	0.666666666666667
0.6	0.666666666666667
0.7	0.666666666666667
0.8	0.666666666666667
0.9	0.666666666666667
1	0.666666666666667
0.05	0.75
0.15	0.75
0.25	0.75
0.35	0.75
0.45	0.75
0.55	0.75
0.65	0.75
0.75	0.75
0.85	0.75
0.95	0.75
1	0.75
0	0.75
0	0.833333333333333
0.1	0.833333333333333
0.2	0.833333333333333
0.3	0.833333333333333
0.4	0.833333333333333
0.5	0.833333333333333
0.6	0.833333333333333
0.7	0.833333333333333
0.8	0.833333333333333
0.9	0.833333333333333
1	0.833333333333333
0.05	0.916666666666667
0.15	0.916666666666667
0.25	0.916666666666667
0.35	0.916666666666667
0.45	0.916666666666667
0.55	0.916666666666667
0.65	0.916666666666667
0.75	0.916666666666667
0.85	0.916666666666667
0.95	0.916666666666667
1	0.916666666666667
0	0.916666666666667
0	1
0.1	1
0.2	1
0.3	1
0.4	1
0.5	1
0.6	1
0.7	1
0.8	1
0.9	1
1	1
